"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","122031428","Frenchs Forest - Belrose","A","Annual","2016","2016",26366,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","122031429","Freshwater - Brookvale","A","Annual","2016","2016",22330,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","122031430","Manly Vale - Allambie Heights","A","Annual","2016","2016",17601,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","122031431","Narrabeen - Collaroy","A","Annual","2016","2016",25903,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","122031432","Terrey Hills - Duffys Forest","A","Annual","2016","2016",3777,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","123","Sydney - Outer South West","A","Annual","2016","2016",269272,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12301","Camden","A","Annual","2016","2016",64212,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123011433","Camden - Ellis Lane","A","Annual","2016","2016",13277,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123011434","Elderslie - Harrington Park","A","Annual","2016","2016",21700,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123011435","Mount Annan - Currans Hill","A","Annual","2016","2016",29235,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12302","Campbelltown (NSW)","A","Annual","2016","2016",162845,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123021436","Bradbury - Wedderburn","A","Annual","2016","2016",19484,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123021437","Campbelltown - Woodbine","A","Annual","2016","2016",18604,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123021438","Claymore - Eagle Vale - Raby","A","Annual","2016","2016",20989,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123021439","Holsworthy Military Area","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123021440","Ingleburn - Denham Court","A","Annual","2016","2016",20675,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123021441","Leumeah - Minto Heights","A","Annual","2016","2016",16934,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123021442","Macquarie Fields - Glenfield","A","Annual","2016","2016",24259,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123021443","Minto - St Andrews","A","Annual","2016","2016",20388,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123021444","Rosemeadow - Glen Alpine","A","Annual","2016","2016",21512,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12303","Wollondilly","A","Annual","2016","2016",42215,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123031445","Bargo","A","Annual","2016","2016",5861,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123031446","Douglas Park - Appin","A","Annual","2016","2016",9985,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123031447","Picton - Tahmoor - Buxton","A","Annual","2016","2016",17149,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","123031448","The Oaks - Oakdale","A","Annual","2016","2016",9220,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","124","Sydney - Outer West and Blue Mountains","A","Annual","2016","2016",314848,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12401","Blue Mountains","A","Annual","2016","2016",78496,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124011449","Blackheath - Megalong Valley","A","Annual","2016","2016",5659,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124011450","Blaxland - Warrimoo - Lapstone","A","Annual","2016","2016",19373,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124011451","Blue Mountains - North","A","Annual","2016","2016",13,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124011452","Katoomba - Leura","A","Annual","2016","2016",13613,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124011453","Lawson - Hazelbrook - Linden","A","Annual","2016","2016",11452,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124011454","Springwood - Winmalee","A","Annual","2016","2016",22138,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124011455","Wentworth Falls","A","Annual","2016","2016",6248,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12402","Blue Mountains - South","A","Annual","2016","2016",4,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124021456","Blue Mountains - South","A","Annual","2016","2016",4,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12403","Penrith","A","Annual","2016","2016",143452,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124031457","Cambridge Park","A","Annual","2016","2016",15937,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124031458","Castlereagh - Cranebrook","A","Annual","2016","2016",24472,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124031459","Emu Plains - Leonay","A","Annual","2016","2016",14566,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124031460","Glenmore Park - Regentville","A","Annual","2016","2016",21793,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124031461","Jamisontown - South Penrith","A","Annual","2016","2016",17684,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124031462","Kingswood - Werrington","A","Annual","2016","2016",20157,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124031463","Mulgoa - Luddenham - Orchard Hills","A","Annual","2016","2016",9914,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124031464","Penrith","A","Annual","2016","2016",13630,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124031465","Warragamba - Silverdale","A","Annual","2016","2016",5299,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12404","Richmond - Windsor","A","Annual","2016","2016",37469,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124041466","Richmond - Clarendon","A","Annual","2016","2016",14136,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124041467","Windsor - Bligh Park","A","Annual","2016","2016",15746,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124041468","Yarramundi - Londonderry","A","Annual","2016","2016",7587,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2016","2016",55427,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124051469","Erskine Park","A","Annual","2016","2016",6595,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124051470","St Clair","A","Annual","2016","2016",20377,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124051580","Colyton - Oxley Park","A","Annual","2016","2016",11922,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","124051581","St Marys - North St Marys","A","Annual","2016","2016",16533,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","125","Sydney - Parramatta","A","Annual","2016","2016",467161,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2016","2016",94077,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125011473","Homebush Bay - Silverwater","A","Annual","2016","2016",19594,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125011475","Rookwood Cemetery","A","Annual","2016","2016",3,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125011582","Auburn - Central","A","Annual","2016","2016",18070,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125011583","Auburn - North","A","Annual","2016","2016",11971,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125011584","Auburn - South","A","Annual","2016","2016",8897,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125011585","Berala","A","Annual","2016","2016",9312,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125011586","Lidcombe","A","Annual","2016","2016",20936,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125011587","Regents Park","A","Annual","2016","2016",5294,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2016","2016",68864,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125021476","Carlingford","A","Annual","2016","2016",28396,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125021477","Ermington - Rydalmere","A","Annual","2016","2016",22020,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125021478","Oatlands - Dundas Valley","A","Annual","2016","2016",18448,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2016","2016",157512,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125031479","Chester Hill - Sefton","A","Annual","2016","2016",19060,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125031480","Fairfield - East","A","Annual","2016","2016",15972,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125031481","Granville - Clyde","A","Annual","2016","2016",21894,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125031482","Greystanes - Pemulwuy","A","Annual","2016","2016",27324,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125031483","Guildford - South Granville","A","Annual","2016","2016",21848,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125031484","Guildford West - Merrylands West","A","Annual","2016","2016",21520,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125031485","Merrylands - Holroyd","A","Annual","2016","2016",29836,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125031486","Smithfield Industrial","A","Annual","2016","2016",35,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125031487","Yennora Industrial","A","Annual","2016","2016",23,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2016","2016",146708,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125041489","North Parramatta","A","Annual","2016","2016",23066,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125041490","North Rocks","A","Annual","2016","2016",8224,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125041491","Northmead","A","Annual","2016","2016",21222,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125041492","Parramatta - Rosehill","A","Annual","2016","2016",30741,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125041493","Toongabbie - Constitution Hill","A","Annual","2016","2016",22602,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125041494","Winston Hills","A","Annual","2016","2016",11119,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125041588","Pendle Hill - Girraween","A","Annual","2016","2016",13412,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","125041589","Wentworthville - Westmead","A","Annual","2016","2016",16322,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","126","Sydney - Ryde","A","Annual","2016","2016",190161,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2016","2016",49288,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","126011495","Epping - North Epping","A","Annual","2016","2016",28110,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","126011496","Pennant Hills - Cheltenham","A","Annual","2016","2016",21178,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","12602","Ryde - Hunters Hill","A","Annual","2016","2016",140873,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","126021497","Eastwood - Denistone","A","Annual","2016","2016",26256,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","126021498","Gladesville - Huntleys Point","A","Annual","2016","2016",15070,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","126021499","Hunters Hill - Woolwich","A","Annual","2016","2016",10819,,
